title,abstract,publish_time,journal,authors,year,abstract_word_count,title_word_count
COVID-19 virology study: 136,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-04-25,Science,Researcher 136 et al.,2020,18,4
COVID-19 diagnostic study: 137,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2020-01-15,Journal of Medical Virology,Researcher 137 et al.,2020,21,4
COVID-19 public health study: 138,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-08-08,JAMA,Researcher 138 et al.,2020,18,5
COVID-19 vaccine study: 139,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2020-12-09,PLoS One,Researcher 139 et al.,2020,14,4
COVID-19 genetics study: 140,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2022-01-04,New England Journal of Medicine,Researcher 140 et al.,2022,18,4
COVID-19 mental health study: 141,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2022-02-08,BMJ,Researcher 141 et al.,2022,14,5
COVID-19 virology study: 142,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2022-09-02,Cell,Researcher 142 et al.,2022,12,4
COVID-19 mental health study: 143,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-04-06,The Lancet,Researcher 143 et al.,2021,18,5
COVID-19 clinical study: 144,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-03-08,Nature Medicine,Researcher 144 et al.,2022,12,4
COVID-19 clinical study: 145,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2022-12-13,Nature Medicine,Researcher 145 et al.,2022,24,4
COVID-19 virology study: 146,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-02-13,The Lancet,Researcher 146 et al.,2020,18,4
COVID-19 virology study: 147,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-03-27,JAMA,Researcher 147 et al.,2020,12,4
COVID-19 vaccine study: 148,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2021-02-08,BMJ,Researcher 148 et al.,2021,18,4
COVID-19 virology study: 149,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2020-07-02,JAMA,Researcher 149 et al.,2020,18,4
COVID-19 treatment study: 150,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2021-12-16,BioRxiv,Researcher 150 et al.,2021,18,4
COVID-19 mental health study: 151,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2021-12-02,BioRxiv,Researcher 151 et al.,2021,12,5
COVID-19 public health study: 152,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2021-10-13,BioRxiv,Researcher 152 et al.,2021,24,5
COVID-19 economic study: 153,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-12-02,Cell,Researcher 153 et al.,2022,24,4
COVID-19 virology study: 154,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2022-03-08,BMJ,Researcher 154 et al.,2022,14,4
COVID-19 diagnostic study: 155,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2022-08-23,MedRxiv,Researcher 155 et al.,2022,21,4
COVID-19 clinical study: 156,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2022-06-07,MedRxiv,Researcher 156 et al.,2022,12,4
COVID-19 treatment study: 157,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2020-07-01,The Lancet,Researcher 157 et al.,2020,12,4
COVID-19 genetics study: 158,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2020-09-21,BioRxiv,Researcher 158 et al.,2020,12,4
COVID-19 economic study: 159,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-05-19,BioRxiv,Researcher 159 et al.,2020,21,4
COVID-19 public health study: 160,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-03-25,JAMA,Researcher 160 et al.,2020,12,5
COVID-19 economic study: 161,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-06-17,Nature,Researcher 161 et al.,2020,18,4
COVID-19 virology study: 162,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2022-07-10,PLoS One,Researcher 162 et al.,2022,12,4
COVID-19 vaccine study: 163,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-04-08,New England Journal of Medicine,Researcher 163 et al.,2021,24,4
COVID-19 clinical study: 164,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2021-04-20,Journal of Medical Virology,Researcher 164 et al.,2021,12,4
COVID-19 clinical study: 165,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2021-02-14,New England Journal of Medicine,Researcher 165 et al.,2021,12,4
COVID-19 genetics study: 166,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-08-15,Cell,Researcher 166 et al.,2020,28,4
COVID-19 vaccine study: 167,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2021-04-13,JAMA,Researcher 167 et al.,2021,18,4
COVID-19 mental health study: 168,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2022-07-08,Science,Researcher 168 et al.,2022,18,5
COVID-19 epidemiology study: 169,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2021-12-23,BioRxiv,Researcher 169 et al.,2021,12,4
COVID-19 treatment study: 170,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2022-02-18,BMJ,Researcher 170 et al.,2022,24,4
COVID-19 clinical study: 171,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2021-11-09,MedRxiv,Researcher 171 et al.,2021,21,4
COVID-19 diagnostic study: 172,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2020-09-17,MedRxiv,Researcher 172 et al.,2020,12,4
COVID-19 clinical study: 173,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2021-10-18,JAMA,Researcher 173 et al.,2021,24,4
COVID-19 economic study: 174,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-06-17,BMJ,Researcher 174 et al.,2021,18,4
COVID-19 clinical study: 175,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2022-08-18,Journal of Medical Virology,Researcher 175 et al.,2022,18,4
COVID-19 clinical study: 176,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-06-05,Nature,Researcher 176 et al.,2020,24,4
COVID-19 epidemiology study: 177,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2020-12-11,New England Journal of Medicine,Researcher 177 et al.,2020,24,4
COVID-19 epidemiology study: 178,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-01-11,PLoS One,Researcher 178 et al.,2020,24,4
COVID-19 public health study: 179,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2022-09-27,Journal of Medical Virology,Researcher 179 et al.,2022,24,5
COVID-19 mental health study: 180,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2021-12-04,Journal of Medical Virology,Researcher 180 et al.,2021,14,5
COVID-19 diagnostic study: 181,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2021-03-13,New England Journal of Medicine,Researcher 181 et al.,2021,24,4
COVID-19 clinical study: 182,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2022-01-06,Journal of Medical Virology,Researcher 182 et al.,2022,21,4
COVID-19 clinical study: 183,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2022-05-17,Science,Researcher 183 et al.,2022,21,4
COVID-19 treatment study: 184,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2021-07-26,Science,Researcher 184 et al.,2021,12,4
COVID-19 epidemiology study: 185,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-01-27,MedRxiv,Researcher 185 et al.,2020,18,4
